4,16,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1
5,48,0,1,1,2,4,4,0,0,1,0,1,0,1,1,0,5,3
5,31,0,1,4,2,0,0,0,0,0,0,1,0,1,1,0,5,3
6,24,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,3,4
5,17,0,1,1,0,4,1,0,0,0,0,0,0,0,1,0,0,1
6,59,0,1,1,0,12,6,0,0,3,0,1,0,0,0,0,1,3
6,28,0,1,4,2,0,0,0,0,0,0,1,0,1,0,0,5,3
5,34,0,1,4,3,10,0,0,0,0,0,0,0,2,1,0,6,4
9,12,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,4
7,36,0,1,1,8,5,5,0,0,0,0,0,5,0,0,0,4,3
7,39,0,1,1,0,1,0,4,0,0,2,0,0,0,0,0,2,3
5,13,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1
5,35,0,1,1,3,10,4,0,0,0,0,1,0,2,0,0,6,4
9,71,0,1,2,0,25,11,0,0,1,0,0,0,0,0,0,1,3
9,15,0,1,2,0,3,1,0,0,1,0,0,0,0,1,0,0,1
5,12,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5,30,0,1,2,0,1,0,6,0,0,2,0,0,0,1,0,2,3
7,34,0,1,1,0,8,4,0,0,2,0,0,0,0,1,0,1,3
5,21,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,4,3
9,11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,34,0,1,5,3,10,0,0,0,0,0,1,0,2,1,0,6,4
9,36,0,1,2,0,8,4,0,0,2,0,1,0,0,1,0,1,3
5,35,0,1,4,2,0,0,0,0,0,0,1,0,1,0,0,5,3
5,11,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,1,3
5,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,33,0,1,4,3,10,0,0,0,0,0,0,0,2,1,0,6,4
5,16,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,3,4
5,14,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,3,4
9,30,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,1,3
4,27,0,1,1,4,3,3,0,0,0,0,0,3,0,1,0,4,3
5,27,0,1,3,0,4,0,0,0,0,0,1,0,2,1,0,6,4
5,36,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,5,3
5,15,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1
5,38,0,1,1,0,10,6,0,0,0,2,0,0,0,1,0,2,3
5,41,0,1,1,0,16,7,0,0,1,0,1,0,0,0,0,1,3
5,36,0,1,1,0,1,0,4,0,0,2,1,0,0,0,0,2,3
4,56,0,1,1,3,18,6,0,0,0,0,1,0,3,0,0,6,4
6,16,0,1,1,0,3,1,0,0,0,0,1,0,0,1,0,0,1
9,55,0,1,2,3,18,6,0,0,0,0,0,0,3,0,0,6,4
5,38,0,1,1,2,4,4,0,0,0,0,2,0,1,1,0,5,3
5,59,0,1,1,3,18,6,0,0,0,0,0,0,3,0,0,6,4
5,13,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
9,21,0,1,5,4,0,0,0,0,0,0,0,3,0,0,0,4,3
5,12,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,1,3
5,18,0,1,1,0,2,1,0,0,1,0,1,0,0,1,0,0,1
5,30,0,3,1,3,7,0,0,0,0,0,0,0,1,1,0,3,4
5,22,0,1,1,0,6,3,0,0,0,0,0,0,0,1,0,3,4
4,27,0,1,4,2,0,0,0,0,0,0,1,0,1,0,0,5,3
9,27,0,1,3,0,1,0,6,0,0,2,0,0,0,0,0,2,3
9,15,0,1,2,0,2,0,0,0,1,0,1,0,0,1,0,0,1
7,44,0,1,6,3,12,0,0,0,0,0,1,0,3,1,0,6,4
7,19,0,1,1,0,3,0,4,0,1,0,0,0,0,0,0,1,3
9,47,0,1,7,3,12,0,0,0,0,0,0,0,3,0,0,6,4
6,17,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,4,3
6,25,0,1,1,4,3,3,0,0,0,0,0,3,0,1,0,4,3
5,57,0,1,1,4,8,6,0,0,0,0,0,2,0,1,0,4,3
6,17,0,1,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1
9,47,0,1,2,0,13,8,0,0,1,2,0,0,0,1,0,2,3
4,17,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1
7,17,0,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1
4,62,0,1,2,0,1,0,8,0,0,2,0,0,0,1,0,2,3
9,12,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,45,0,1,2,3,21,7,0,0,0,0,0,0,1,0,0,3,4
7,36,0,1,1,3,10,4,0,0,0,0,0,0,2,1,0,6,4
5,22,0,1,1,0,8,4,0,0,0,0,0,0,0,1,0,3,4
5,54,0,1,1,3,18,6,0,0,0,0,0,0,3,0,0,6,4
4,34,0,1,1,3,10,4,0,0,0,0,1,0,2,1,0,6,4
4,12,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,3
5,13,0,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1
7,50,0,1,1,2,4,4,0,0,1,0,0,0,1,1,0,5,3
6,21,0,1,1,0,8,3,0,0,1,0,0,0,0,1,0,1,3
5,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,28,0,1,2,0,1,0,4,0,0,2,0,0,0,1,0,2,3
5,42,0,1,1,0,10,7,0,0,0,2,0,0,0,0,0,2,3
4,48,0,1,1,0,13,8,0,0,1,2,0,0,0,1,0,2,3
5,43,0,1,1,3,15,5,0,0,0,0,0,0,2,0,0,6,4
6,26,0,1,2,0,1,0,4,0,0,2,0,0,0,1,0,2,3
6,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,4
5,27,0,1,3,0,4,0,0,0,0,0,0,0,2,1,0,6,4
5,16,0,1,1,0,2,1,0,0,1,0,0,0,0,1,0,0,1
5,26,0,1,2,0,1,0,4,0,0,2,0,0,0,1,0,2,3
5,28,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,3
5,54,0,1,1,3,18,6,0,0,0,0,1,0,3,1,0,6,4
5,34,0,1,1,0,8,4,0,0,0,0,1,0,2,1,0,6,4
5,14,0,1,1,0,3,0,0,0,1,0,1,0,0,0,0,1,3
9,45,0,1,2,2,4,4,0,0,0,0,0,0,1,0,0,5,3
4,29,0,3,1,3,7,0,0,0,0,0,0,0,1,1,0,3,4
4,16,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1
9,17,0,1,2,0,3,0,4,0,1,0,0,0,0,0,0,1,3
5,13,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,3,4
9,35,0,1,5,3,10,0,0,0,0,0,0,0,2,1,0,6,4
7,16,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3
